captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned,is_bike,is_parttime,is_bengaluru,churn_probability,risk_segment,rides_decay_x_parttime,low_earnings_x_bike,cancellation_x_zone,week4_x_incentive
CAP03942,Bengaluru,bike,3,parttime,27,25,20,15,0.429,0.576,0.158,0.22,14.3,11.22,0.61,175.0,6,0,0,12,1,gpay,1,1,1,1,0.6731358207819539,High Risk,0.429,175.0,1.32,0
CAP03943,Hyderabad,bike,2,fulltime,97,62,56,33,0.653,0.19,0.228,0.115,15.0,10.92,0.533,425.0,3,0,0,4,2,amazon_pay,0,1,0,0,0.20600566739513923,Low Risk,0.0,425.0,0.34500000000000003,0
CAP03944,Bengaluru,bike,5,fulltime,66,36,33,20,0.687,0.405,0.524,0.213,19.3,15.18,0.35,319.0,2,0,0,5,1,paytm,1,1,0,1,0.34489090232931435,Low Risk,0.0,319.0,0.426,0
CAP03945,Bengaluru,auto,4,parttime,38,34,28,19,0.487,0.881,0.29,0.14,26.2,23.02,0.027,502.0,4,1,0,4,2,gpay,1,0,1,1,0.2796419052867352,Low Risk,0.487,0.0,0.56,19
CAP03946,Chennai,bike,6,fulltime,70,60,38,34,0.507,0.216,0.556,0.22,14.8,7.0,0.903,248.0,0,1,1,1,0,cash,1,1,0,0,0.11814210066224111,Low Risk,0.0,248.0,0.0,34
CAP03947,Chennai,bike,2,fulltime,69,50,42,30,0.557,0.781,0.309,0.141,8.0,8.03,0.278,276.0,1,1,0,9,0,amazon_pay,0,1,0,0,0.16199681452442982,Low Risk,0.0,276.0,0.141,30
CAP03948,Bengaluru,bike,2,parttime,24,18,14,13,0.44,0.507,0.31,0.167,17.4,10.33,0.381,149.0,4,0,0,6,0,gpay,0,1,1,1,0.48098179107908506,Medium Risk,0.44,149.0,0.668,0
CAP03949,Bengaluru,auto,8,parttime,29,19,12,11,0.6,0.435,0.127,0.042,22.4,15.23,0.345,214.0,2,1,0,7,0,amazon_pay,1,0,1,1,0.38086460966481345,Medium Risk,0.6,0.0,0.084,11
CAP03950,Bengaluru,auto,6,fulltime,95,57,28,24,0.74,0.178,0.182,0.115,24.9,16.5,0.418,467.0,1,1,1,6,1,gpay,0,0,0,1,0.14167334844529247,Low Risk,0.0,0.0,0.115,24
CAP03951,Pune,auto,3,fulltime,64,42,36,27,0.569,0.435,0.16,0.112,13.6,17.83,0.049,570.0,2,1,0,4,0,gpay,0,0,0,0,0.1450157794870978,Low Risk,0.0,0.0,0.224,27
CAP03952,Delhi,auto,5,fulltime,78,54,32,15,0.797,0.245,0.345,0.04,26.8,22.97,0.343,441.0,3,1,0,7,1,paytm,0,0,0,0,0.18710523312320695,Low Risk,0.0,0.0,0.12,15
CAP03953,Bengaluru,auto,3,parttime,26,20,10,6,0.741,0.856,0.558,0.04,23.7,25.93,0.284,199.0,1,0,0,10,1,gpay,0,0,1,1,0.5015085222327436,Medium Risk,0.741,0.0,0.04,0
CAP03954,Bengaluru,auto,11,parttime,36,23,21,10,0.703,0.484,0.648,0.14,26.0,17.43,0.647,200.0,2,0,1,5,2,paytm,1,0,1,1,0.5516611607664175,Medium Risk,0.703,0.0,0.28,0
CAP03955,Pune,bike,2,fulltime,85,57,52,47,0.442,0.604,0.179,0.22,18.8,9.94,0.13,486.0,1,1,1,6,1,paytm,0,1,0,0,0.07138197687868027,Low Risk,0.0,486.0,0.22,47
CAP03956,Delhi,bike,3,parttime,28,21,17,15,0.448,0.553,0.217,0.22,15.4,10.67,0.086,166.0,2,1,0,8,1,amazon_pay,0,1,1,0,0.44733316562460707,Medium Risk,0.448,166.0,0.44,15
CAP03957,Hyderabad,bike,1,fulltime,71,47,22,12,0.819,0.857,0.522,0.22,21.8,7.32,0.413,91.0,1,0,1,5,4,gpay,0,1,0,0,0.5085108285811213,Medium Risk,0.0,91.0,0.22,0
CAP03958,Bengaluru,bike,7,parttime,27,25,20,7,0.714,0.665,0.618,0.22,16.6,11.14,0.178,81.0,3,1,0,9,1,gpay,1,1,1,1,0.6915405925382557,High Risk,0.714,81.0,0.66,7
CAP03959,Bengaluru,bike,6,fulltime,92,67,52,44,0.516,0.768,0.547,0.22,16.2,12.94,0.611,592.0,0,1,1,4,2,qr_scan,0,1,0,1,0.0747432246918019,Low Risk,0.0,592.0,0.0,44
CAP03960,Hyderabad,bike,5,parttime,29,25,14,7,0.733,0.433,0.521,0.22,13.2,8.97,0.36,65.0,3,1,1,3,1,gpay,1,1,1,0,0.7080307399802072,High Risk,0.733,65.0,0.66,7
CAP03961,Hyderabad,bike,6,parttime,37,30,20,10,0.711,0.82,0.31,0.22,18.1,11.72,0.112,122.0,5,0,1,5,2,qr_scan,0,1,1,0,0.779969877741364,High Risk,0.711,122.0,1.1,0
CAP03962,Bengaluru,auto,8,fulltime,71,42,39,27,0.611,0.43,0.354,0.129,23.1,15.49,0.476,486.0,5,0,0,2,1,amazon_pay,0,0,0,1,0.22526388037293057,Low Risk,0.0,0.0,0.645,0
CAP03963,Hyderabad,bike,3,parttime,24,20,9,3,0.84,0.574,0.597,0.22,22.3,9.94,0.471,31.0,5,1,0,11,0,gpay,1,1,1,0,0.9003346177247621,High Risk,0.84,31.0,1.1,3
CAP03964,Bengaluru,auto,3,fulltime,94,61,41,23,0.747,0.562,0.285,0.135,26.3,18.37,0.436,487.0,2,1,0,7,0,cash,0,0,0,1,0.18667829610775927,Low Risk,0.0,0.0,0.27,23
CAP03965,Pune,auto,12,fulltime,96,87,64,38,0.598,0.364,0.519,0.14,24.5,17.12,0.395,746.0,1,1,0,7,1,paytm,0,0,0,0,0.1068899846949226,Low Risk,0.0,0.0,0.14,38
CAP03966,Bengaluru,auto,5,parttime,32,26,22,20,0.364,0.872,0.679,0.14,17.6,13.0,0.319,298.0,2,1,0,6,0,gpay,0,0,1,1,0.2280093102022154,Low Risk,0.364,0.0,0.28,20
CAP03967,Bengaluru,auto,5,fulltime,84,70,56,24,0.706,0.527,0.102,0.14,18.3,21.42,0.299,589.0,3,1,0,10,1,gpay,0,0,0,1,0.15454299129576435,Low Risk,0.0,0.0,0.42000000000000004,24
CAP03968,Hyderabad,auto,11,parttime,23,15,7,3,0.833,0.6,0.194,0.14,35.1,18.36,0.318,63.0,4,0,0,7,0,qr_scan,1,0,1,0,0.8231262226556029,High Risk,0.833,0.0,0.56,0
CAP03969,Hyderabad,bike,1,parttime,24,16,10,7,0.68,0.523,0.542,0.17,17.2,11.77,0.556,91.0,1,1,0,7,0,paytm,0,1,1,0,0.6327125639178302,Medium Risk,0.68,91.0,0.17,7
CAP03970,Delhi,bike,4,parttime,26,21,10,3,0.852,0.911,0.209,0.22,17.9,9.92,0.092,31.0,2,1,0,6,1,gpay,1,1,1,0,0.8267277492371131,High Risk,0.852,31.0,0.44,3
CAP03971,Hyderabad,bike,9,parttime,32,22,20,14,0.545,0.697,0.102,0.142,26.8,13.13,0.49,210.0,7,1,1,1,1,cash,0,1,1,0,0.49685232359489956,Medium Risk,0.545,210.0,0.9939999999999999,14
CAP03972,Bengaluru,auto,8,fulltime,64,46,36,21,0.662,0.413,0.317,0.14,14.3,23.66,0.39,570.0,1,0,1,5,2,gpay,0,0,0,1,0.15030470026554904,Low Risk,0.0,0.0,0.14,0
CAP03973,Chennai,auto,3,parttime,28,21,12,4,0.828,0.907,0.556,0.14,21.3,16.65,0.067,76.0,1,1,0,6,0,paytm,0,0,1,0,0.6978904901094048,High Risk,0.828,0.0,0.14,4
CAP03974,Bengaluru,auto,5,fulltime,96,64,33,20,0.784,0.498,0.201,0.14,27.2,18.64,0.469,427.0,3,1,1,5,0,paytm,0,0,0,1,0.17165815504658732,Low Risk,0.0,0.0,0.42000000000000004,20
CAP03975,Delhi,bike,5,parttime,31,26,13,10,0.656,0.826,0.787,0.22,20.2,8.62,0.24,90.0,1,0,0,4,0,cash,1,1,1,0,0.6641652957708677,High Risk,0.656,90.0,0.22,0
CAP03976,Hyderabad,bike,7,parttime,31,20,14,6,0.781,0.612,0.385,0.22,13.4,10.92,0.143,68.0,4,1,0,6,1,gpay,1,1,1,0,0.8160395889783302,High Risk,0.781,68.0,0.88,6
CAP03977,Hyderabad,bike,8,parttime,26,14,8,3,0.852,0.847,0.269,0.16,23.3,12.61,0.553,42.0,4,0,0,5,0,qr_scan,1,1,1,0,0.8552522915806424,High Risk,0.852,42.0,0.64,0
CAP03978,Bengaluru,bike,9,parttime,21,18,16,7,0.636,0.45,0.465,0.08,11.1,10.4,0.508,89.0,4,1,0,6,1,gpay,1,1,1,1,0.4552843601562771,Medium Risk,0.636,89.0,0.32,7
CAP03979,Hyderabad,bike,7,parttime,31,21,13,7,0.75,0.589,0.309,0.22,17.0,10.77,0.079,78.0,2,0,1,4,3,qr_scan,1,1,1,0,0.7324685686697096,High Risk,0.75,78.0,0.44,0
CAP03980,Pune,bike,2,parttime,27,23,21,19,0.286,0.389,0.545,0.115,13.1,13.29,0.355,298.0,6,0,0,4,3,cash,1,1,1,0,0.2975758471587676,Low Risk,0.286,298.0,0.6900000000000001,0
CAP03981,Pune,auto,8,parttime,31,24,21,8,0.719,0.965,0.146,0.14,29.2,18.26,0.49,168.0,3,1,0,8,0,paytm,0,0,1,0,0.6558135581840385,High Risk,0.719,0.0,0.42000000000000004,8
CAP03982,Bengaluru,bike,8,parttime,35,30,27,22,0.361,0.644,0.404,0.22,11.4,14.96,0.529,342.0,1,1,0,8,2,qr_scan,0,1,1,1,0.253557812734287,Low Risk,0.361,342.0,0.22,22
CAP03983,Bengaluru,bike,11,parttime,24,16,10,8,0.64,0.408,0.374,0.145,16.4,9.9,0.038,90.0,2,1,0,7,2,paytm,1,1,1,1,0.5510259575826173,Medium Risk,0.64,90.0,0.29,8
CAP03984,Pune,auto,2,parttime,38,29,14,8,0.769,0.637,0.855,0.14,16.3,24.51,0.329,225.0,3,0,0,5,1,gpay,1,0,1,0,0.6088560289113558,Medium Risk,0.769,0.0,0.42000000000000004,0
CAP03985,Delhi,bike,6,parttime,37,20,17,7,0.789,0.486,0.255,0.212,19.4,7.75,0.366,57.0,1,1,0,2,2,amazon_pay,0,1,1,0,0.7701097505376907,High Risk,0.789,57.0,0.212,7
CAP03986,Bengaluru,bike,10,parttime,35,22,9,6,0.806,0.582,0.052,0.219,13.3,14.7,0.409,92.0,2,1,0,8,0,cash,0,1,1,1,0.6874949708579714,High Risk,0.806,92.0,0.438,6
CAP03987,Hyderabad,bike,1,fulltime,86,77,51,39,0.54,0.302,0.48,0.22,17.5,11.11,0.678,451.0,1,1,0,6,1,paytm,0,1,0,0,0.1626185503774515,Low Risk,0.0,451.0,0.22,39
CAP03988,Bengaluru,bike,11,fulltime,70,50,26,11,0.831,0.233,0.494,0.22,16.3,7.16,0.477,82.0,3,1,0,4,2,qr_scan,0,1,0,1,0.5430419441734166,Medium Risk,0.0,82.0,0.66,11
CAP03989,Pune,bike,7,parttime,39,31,27,20,0.475,0.573,0.451,0.127,15.6,8.19,0.673,191.0,2,0,1,8,0,gpay,0,1,1,0,0.3135802996004066,Low Risk,0.475,191.0,0.254,0
CAP03990,Bengaluru,bike,10,fulltime,93,61,53,47,0.489,0.366,0.431,0.22,12.1,11.13,0.435,544.0,2,1,0,3,1,paytm,0,1,0,1,0.1054482425166131,Low Risk,0.0,544.0,0.44,47
CAP03991,Bengaluru,bike,2,parttime,27,24,12,5,0.786,0.744,0.64,0.209,15.3,12.02,0.265,63.0,3,0,1,5,1,gpay,1,1,1,1,0.7146855793499945,High Risk,0.786,63.0,0.627,0
CAP03992,Chennai,bike,5,parttime,30,23,16,6,0.774,0.522,0.326,0.205,17.6,13.43,0.576,85.0,4,1,1,7,2,paytm,1,1,1,0,0.7609695227670745,High Risk,0.774,85.0,0.82,6
CAP03993,Bengaluru,bike,7,fulltime,71,64,36,27,0.611,0.399,0.586,0.22,12.7,11.8,0.173,331.0,1,1,0,6,0,paytm,0,1,0,1,0.16786384175184205,Low Risk,0.0,331.0,0.22,27
CAP03994,Hyderabad,auto,10,parttime,40,25,17,10,0.732,0.852,0.4,0.043,16.2,15.05,0.605,192.0,2,0,0,5,1,paytm,0,0,1,0,0.6103643350639547,Medium Risk,0.732,0.0,0.086,0
CAP03995,Hyderabad,bike,11,parttime,34,28,26,22,0.343,0.612,0.074,0.096,16.5,9.85,0.376,261.0,1,1,0,6,0,paytm,0,1,1,0,0.23731829702718102,Low Risk,0.343,261.0,0.096,22
CAP03996,Bengaluru,auto,9,fulltime,73,40,22,14,0.797,0.536,0.201,0.122,12.7,21.65,0.672,355.0,2,1,0,9,0,paytm,1,0,0,1,0.2431683183997869,Low Risk,0.0,0.0,0.244,14
CAP03997,Hyderabad,bike,1,parttime,30,23,11,9,0.677,0.699,0.18,0.22,17.4,9.34,0.214,87.0,2,1,0,10,0,paytm,0,1,1,0,0.6780005417000398,High Risk,0.677,87.0,0.44,9
CAP03998,Hyderabad,bike,9,fulltime,75,50,28,16,0.776,0.119,0.288,0.174,16.4,8.87,0.64,156.0,1,1,0,9,3,qr_scan,1,1,0,0,0.42067299245010753,Medium Risk,0.0,156.0,0.174,16
CAP03999,Bengaluru,auto,11,parttime,39,23,21,9,0.75,0.156,0.123,0.04,19.7,20.08,0.508,231.0,3,1,0,8,1,amazon_pay,1,0,1,1,0.4073726288455167,Medium Risk,0.75,0.0,0.12,9
CAP04000,Hyderabad,bike,5,parttime,39,31,15,8,0.775,0.754,0.204,0.08,20.3,9.06,0.147,89.0,3,0,0,6,2,gpay,1,1,1,0,0.687980640626257,High Risk,0.775,89.0,0.24,0
CAP04001,Pune,bike,6,parttime,19,10,4,2,0.85,0.4,0.229,0.144,26.9,11.41,0.392,26.0,3,0,0,6,0,cash,1,1,1,0,0.8415434398210816,High Risk,0.85,26.0,0.43199999999999994,0
CAP04002,Chennai,bike,8,fulltime,79,48,25,13,0.825,0.684,0.267,0.22,21.1,10.55,0.598,143.0,4,0,0,5,0,qr_scan,1,1,0,0,0.6437433101577292,Medium Risk,0.0,143.0,0.88,0
CAP04003,Bengaluru,bike,11,parttime,28,19,16,7,0.724,0.316,0.109,0.22,21.8,11.38,0.798,83.0,3,0,1,8,1,gpay,0,1,1,1,0.7429417005043341,High Risk,0.724,83.0,0.66,0
CAP04004,Bengaluru,auto,2,parttime,36,26,17,9,0.73,0.755,0.46,0.089,18.7,16.85,0.514,184.0,4,0,0,6,2,qr_scan,1,0,1,1,0.5823135907235987,Medium Risk,0.73,0.0,0.356,0
CAP04005,Bengaluru,auto,12,fulltime,80,73,45,41,0.481,0.423,0.609,0.05,20.1,15.84,0.331,823.0,1,0,1,4,0,gpay,0,0,0,1,0.050787969894850134,Low Risk,0.0,0.0,0.05,0
CAP04006,Hyderabad,bike,7,parttime,30,20,15,9,0.677,0.452,0.102,0.169,17.3,12.17,0.377,121.0,1,0,0,7,1,gpay,0,1,1,0,0.6626290100347781,High Risk,0.677,121.0,0.169,0
CAP04007,Hyderabad,bike,12,parttime,29,16,7,3,0.867,0.761,0.22,0.158,21.1,9.98,0.465,34.0,3,1,1,5,0,qr_scan,1,1,1,0,0.7608900900945409,High Risk,0.867,34.0,0.474,3
CAP04008,Chennai,bike,4,parttime,37,34,27,13,0.632,0.771,0.356,0.083,18.5,11.96,0.285,190.0,3,1,1,6,1,amazon_pay,0,1,1,0,0.3570260994747352,Medium Risk,0.632,190.0,0.249,13
CAP04009,Bengaluru,auto,9,parttime,22,19,11,6,0.696,0.447,0.291,0.086,22.5,18.61,0.198,136.0,1,0,0,8,1,amazon_pay,0,0,1,1,0.5795467933857605,Medium Risk,0.696,0.0,0.086,0
CAP04010,Bengaluru,auto,6,parttime,30,19,16,7,0.742,0.879,0.644,0.061,34.0,14.43,0.383,126.0,4,1,0,1,0,cash,1,0,1,1,0.5364461970831307,Medium Risk,0.742,0.0,0.244,7
CAP04011,Hyderabad,auto,7,parttime,21,15,12,9,0.545,0.671,0.163,0.04,18.6,17.24,0.517,199.0,4,1,0,5,1,paytm,0,0,1,0,0.36118521163650286,Medium Risk,0.545,0.0,0.16,9
CAP04012,Chennai,bike,11,fulltime,73,44,39,32,0.554,0.285,0.139,0.22,21.0,14.55,0.47,484.0,2,1,0,3,0,gpay,0,1,0,0,0.2563686761675038,Low Risk,0.0,484.0,0.44,32
CAP04013,Bengaluru,auto,6,parttime,19,17,9,7,0.6,0.878,0.517,0.14,28.7,20.48,0.585,164.0,0,1,0,5,1,qr_scan,1,0,1,1,0.5116170685254651,Medium Risk,0.6,0.0,0.0,7
CAP04014,Chennai,bike,11,parttime,27,20,10,8,0.679,0.776,0.495,0.22,17.2,11.19,0.508,93.0,6,0,0,8,1,qr_scan,1,1,1,0,0.8802689277679213,High Risk,0.679,93.0,1.32,0
CAP04015,Bengaluru,bike,8,parttime,28,20,16,13,0.517,0.428,0.591,0.22,17.3,11.25,0.539,152.0,3,1,0,10,2,paytm,1,1,1,1,0.567186895547576,Medium Risk,0.517,152.0,0.66,13
CAP04016,Pune,auto,6,fulltime,73,64,58,40,0.446,0.398,0.4,0.14,10.0,17.56,0.34,805.0,1,1,1,6,1,amazon_pay,0,0,0,0,0.058489047348513776,Low Risk,0.0,0.0,0.14,40
CAP04017,Pune,bike,7,fulltime,86,51,43,27,0.678,0.67,0.272,0.205,13.1,14.02,0.564,401.0,3,1,0,12,3,gpay,0,1,0,0,0.3567264660371287,Medium Risk,0.0,401.0,0.615,27
CAP04018,Bengaluru,auto,8,parttime,24,15,13,10,0.56,0.473,0.099,0.14,28.1,14.61,0.569,168.0,3,0,0,8,1,paytm,1,0,1,1,0.6028564619923615,Medium Risk,0.56,0.0,0.42000000000000004,0
CAP04019,Bengaluru,bike,1,fulltime,74,62,28,26,0.64,0.388,0.463,0.166,18.1,8.08,0.37,234.0,1,1,1,4,1,paytm,0,1,0,1,0.15486714016831732,Low Risk,0.0,234.0,0.166,26
CAP04020,Hyderabad,auto,10,parttime,26,20,10,3,0.852,0.931,0.129,0.14,15.4,15.07,0.296,52.0,7,0,0,2,2,paytm,1,0,1,0,0.8670028329886058,High Risk,0.852,0.0,0.9800000000000001,0
CAP04021,Bengaluru,bike,12,fulltime,77,47,35,19,0.744,0.414,0.409,0.22,22.0,8.53,0.272,169.0,1,1,1,5,2,gpay,0,1,0,1,0.23933809169548617,Low Risk,0.0,169.0,0.22,19
CAP04022,Chennai,bike,4,parttime,29,18,11,8,0.7,0.763,0.192,0.111,16.5,11.66,0.687,111.0,7,1,0,9,1,amazon_pay,1,1,1,0,0.6386885948907626,Medium Risk,0.7,111.0,0.777,8
CAP04023,Pune,bike,6,parttime,30,27,22,12,0.581,0.449,0.248,0.22,21.0,11.51,0.423,144.0,2,1,1,14,0,gpay,1,1,1,0,0.47842308286783214,Medium Risk,0.581,144.0,0.44,12
CAP04024,Chennai,bike,1,parttime,29,25,12,9,0.667,0.672,0.555,0.22,17.9,11.64,0.768,109.0,3,0,1,5,2,paytm,1,1,1,0,0.7445401608452358,High Risk,0.667,109.0,0.66,0
CAP04025,Pune,bike,4,fulltime,66,36,27,22,0.657,0.526,0.432,0.22,19.1,11.23,0.448,257.0,1,0,0,8,1,gpay,0,1,0,0,0.36255433848252455,Medium Risk,0.0,257.0,0.22,0
CAP04026,Hyderabad,bike,6,fulltime,78,72,65,49,0.367,0.89,0.403,0.22,15.9,9.81,0.147,500.0,0,0,0,10,0,gpay,1,1,0,0,0.0659823746348551,Low Risk,0.0,500.0,0.0,0
CAP04027,Bengaluru,bike,7,parttime,27,21,11,4,0.821,0.628,0.631,0.22,21.1,10.91,0.569,45.0,2,0,1,5,1,paytm,1,1,1,1,0.7635161028540501,High Risk,0.821,45.0,0.44,0
CAP04028,Chennai,bike,6,parttime,33,24,18,16,0.5,0.736,0.546,0.114,13.4,13.58,0.216,257.0,6,1,1,6,0,amazon_pay,0,1,1,0,0.2601661060299476,Low Risk,0.5,257.0,0.684,16
CAP04029,Hyderabad,bike,11,fulltime,89,61,37,20,0.767,0.338,0.335,0.22,16.6,9.14,0.124,190.0,0,0,0,10,1,paytm,1,1,0,0,0.2822820008734255,Low Risk,0.0,190.0,0.0,0
CAP04030,Chennai,bike,4,parttime,30,21,13,12,0.581,0.413,0.665,0.22,20.7,11.65,0.214,145.0,3,1,1,8,0,cash,0,1,1,0,0.515426759725469,Medium Risk,0.581,145.0,0.66,12
CAP04031,Bengaluru,auto,12,fulltime,96,71,50,28,0.701,0.327,0.494,0.04,19.3,14.43,0.663,517.0,0,0,0,4,1,gpay,0,0,0,1,0.1834108405616919,Low Risk,0.0,0.0,0.0,0
CAP04032,Bengaluru,auto,7,parttime,28,17,10,4,0.828,0.639,0.542,0.14,30.1,15.22,0.516,70.0,2,1,0,6,0,gpay,0,0,1,1,0.738438926719167,High Risk,0.828,0.0,0.28,4
CAP04033,Delhi,bike,10,fulltime,72,43,40,20,0.712,0.111,0.474,0.22,20.5,15.28,0.493,318.0,3,0,1,5,0,amazon_pay,1,1,0,0,0.34491598209112007,Low Risk,0.0,318.0,0.66,0
CAP04034,Bengaluru,bike,2,parttime,29,22,10,8,0.7,0.668,0.475,0.22,12.2,9.75,0.681,81.0,2,1,0,11,0,paytm,0,1,1,1,0.6692930147246199,High Risk,0.7,81.0,0.44,8
CAP04035,Delhi,auto,6,parttime,33,24,19,10,0.676,0.623,0.433,0.14,19.8,17.18,0.498,197.0,3,1,0,9,0,amazon_pay,0,0,1,0,0.5754371938889691,Medium Risk,0.676,0.0,0.42000000000000004,10
CAP04036,Delhi,bike,5,fulltime,98,80,39,27,0.717,0.192,0.689,0.116,8.0,12.04,0.413,383.0,0,0,1,5,3,amazon_pay,0,1,0,0,0.18060838101764118,Low Risk,0.0,383.0,0.0,0
CAP04037,Pune,bike,2,parttime,27,20,17,13,0.5,0.761,0.331,0.103,21.3,7.98,0.385,124.0,7,1,0,5,1,gpay,0,1,1,0,0.4352298887535782,Medium Risk,0.5,124.0,0.721,13
CAP04038,Chennai,bike,9,fulltime,77,54,37,19,0.744,0.57,0.28,0.08,19.5,7.0,0.374,163.0,0,0,1,4,1,gpay,0,1,0,0,0.2745166902555604,Low Risk,0.0,163.0,0.0,0
CAP04039,Hyderabad,bike,7,fulltime,79,54,30,22,0.712,0.743,0.091,0.22,12.7,10.73,0.344,246.0,2,1,0,4,0,amazon_pay,0,1,0,0,0.33362919181917833,Low Risk,0.0,246.0,0.44,22
CAP04040,Pune,bike,3,parttime,29,22,15,6,0.767,0.769,0.315,0.19,13.7,14.38,0.576,93.0,4,1,0,6,3,qr_scan,1,1,1,0,0.8072835432135025,High Risk,0.767,93.0,0.76,6
CAP04041,Bengaluru,bike,7,parttime,31,20,18,13,0.562,0.532,0.409,0.22,22.4,9.82,0.296,133.0,1,0,0,8,2,amazon_pay,1,1,1,1,0.5537186723755007,Medium Risk,0.562,133.0,0.22,0
CAP04042,Hyderabad,bike,11,fulltime,84,73,38,28,0.659,0.423,0.557,0.164,27.0,9.89,0.465,309.0,2,0,0,5,1,paytm,1,1,0,0,0.2997856740733297,Low Risk,0.0,309.0,0.328,0
CAP04043,Chennai,bike,11,parttime,32,27,20,7,0.758,0.457,0.513,0.22,15.9,7.61,0.344,55.0,1,0,0,7,1,cash,1,1,1,0,0.7615433323303428,High Risk,0.758,55.0,0.22,0
CAP04044,Hyderabad,bike,6,parttime,28,22,15,7,0.724,0.265,0.657,0.22,17.7,12.59,0.303,92.0,2,1,1,3,0,paytm,1,1,1,0,0.5994564295806086,Medium Risk,0.724,92.0,0.44,7
CAP04045,Hyderabad,bike,7,parttime,25,17,13,4,0.808,0.733,0.389,0.08,19.0,15.96,0.423,78.0,4,0,0,6,1,paytm,1,1,1,0,0.6703403267352224,High Risk,0.808,78.0,0.32,0
CAP04046,Bengaluru,bike,4,fulltime,77,60,32,26,0.654,0.485,0.06,0.22,15.9,11.88,0.224,321.0,0,0,0,10,3,cash,1,1,0,1,0.23278942127715446,Low Risk,0.0,321.0,0.0,0
CAP04047,Hyderabad,bike,10,fulltime,81,64,47,29,0.634,0.344,0.704,0.102,12.9,10.47,0.472,364.0,2,1,1,4,0,paytm,0,1,0,0,0.12154288607631837,Low Risk,0.0,364.0,0.204,29
CAP04048,Pune,auto,8,fulltime,60,49,42,25,0.574,0.725,0.325,0.14,24.6,22.94,0.507,658.0,0,0,1,5,1,gpay,0,0,0,0,0.1601546370018268,Low Risk,0.0,0.0,0.0,0
CAP04049,Bengaluru,bike,8,fulltime,73,51,23,14,0.797,0.241,0.55,0.22,21.5,10.89,0.51,159.0,2,1,0,3,2,paytm,0,1,0,1,0.4425483851019093,Medium Risk,0.0,159.0,0.44,14
CAP04050,Delhi,bike,7,parttime,27,19,16,9,0.643,0.741,0.383,0.22,16.4,11.32,0.631,106.0,4,1,1,7,3,paytm,0,1,1,0,0.7357540735761765,High Risk,0.643,106.0,0.88,9
CAP04051,Chennai,bike,7,parttime,33,30,20,8,0.735,0.929,0.823,0.22,16.8,7.89,0.469,66.0,2,1,0,4,0,cash,1,1,1,0,0.7361958075704588,High Risk,0.735,66.0,0.44,8
CAP04052,Pune,bike,10,fulltime,84,49,26,19,0.765,0.618,0.22,0.22,18.4,10.9,0.449,215.0,2,0,0,6,1,gpay,0,1,0,0,0.45534982442482846,Medium Risk,0.0,215.0,0.44,0
CAP04053,Hyderabad,bike,8,parttime,24,14,10,9,0.6,0.938,0.19,0.22,13.4,8.56,0.391,80.0,2,1,1,5,1,gpay,1,1,1,0,0.5926369493485103,Medium Risk,0.6,80.0,0.44,9
CAP04054,Chennai,bike,1,fulltime,73,69,41,38,0.473,0.176,0.505,0.22,13.9,11.57,0.363,457.0,1,0,1,6,2,gpay,0,1,0,0,0.12922420856456038,Low Risk,0.0,457.0,0.22,0
CAP04055,Bengaluru,auto,6,fulltime,75,59,55,45,0.395,0.288,0.376,0.14,24.7,19.99,0.711,1031.0,3,0,0,6,1,gpay,0,0,0,1,0.08948889488987628,Low Risk,0.0,0.0,0.42000000000000004,0
CAP04056,Pune,bike,2,parttime,28,20,11,6,0.759,0.907,0.329,0.107,21.1,11.71,0.337,84.0,2,0,1,5,1,gpay,1,1,1,0,0.645731052602231,Medium Risk,0.759,84.0,0.214,0
CAP04057,Bengaluru,auto,1,parttime,22,13,10,6,0.696,0.558,0.237,0.14,22.9,15.84,0.174,109.0,1,0,1,6,1,paytm,1,0,1,1,0.5599457050629737,Medium Risk,0.696,0.0,0.14,0
CAP04058,Pune,bike,12,parttime,35,28,19,6,0.806,0.671,0.099,0.22,21.3,11.4,0.185,71.0,0,0,0,6,2,gpay,1,1,1,0,0.7526562634557459,High Risk,0.806,71.0,0.0,0
CAP04059,Delhi,auto,10,parttime,32,27,17,9,0.697,0.703,0.114,0.129,25.8,15.8,0.284,165.0,5,1,0,4,2,gpay,1,0,1,0,0.6704157096923528,High Risk,0.697,0.0,0.645,9
CAP04060,Bengaluru,auto,7,fulltime,80,60,42,31,0.605,0.347,0.532,0.084,27.8,20.05,0.536,759.0,3,1,0,2,0,qr_scan,0,0,0,1,0.10943252617510679,Low Risk,0.0,0.0,0.252,31
CAP04061,Bengaluru,auto,6,parttime,32,18,10,8,0.727,0.427,0.517,0.14,18.6,22.73,0.153,209.0,3,1,0,7,2,paytm,0,0,1,1,0.5184785118290048,Medium Risk,0.727,0.0,0.42000000000000004,8
CAP04062,Chennai,bike,5,parttime,24,18,12,4,0.8,0.185,0.267,0.08,16.2,8.76,0.764,43.0,2,0,0,9,0,qr_scan,0,1,1,0,0.7609329806601858,High Risk,0.8,43.0,0.16,0
